Code #,Count,Title,HTML address,URL: doc address,Date accessed,Accessed by,Source,Day/Month,Year,Material type,Government Level 1,Government Level 2,Citation,Database name,Database link,Search terms used,Filters applied,Other Notes
438,4729,Variable-retention harvesting as a silvicultural option for lodgepole pine,,https://www.fs.fed.us/rm/pubs_other/rmrs_2014_keyes_c001.pdf,3/3/2017,EF,,,2014,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
439,3042,Webinar summary: Important findings for managers [Chapter 2],,https://www.fs.fed.us/rm/pubs/rmrs_p070/rmrs_p070_009_018.pdf,3/3/2017,EF,,,2014,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
440,9085,An economic assessment of mountain pine beetle timber salvage in the west,,https://www.srs.fs.usda.gov/pubs/ja/2013/ja_2013_prestemon_001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
441,7890,"Bioconversion of beetle-killed lodgepole pine using SPORL: process scale-up design, lignin coproduct, and high solids fermentation without detoxification",,https://www.fpl.fs.fed.us/documnts/pdf2013/fpl_2013_zhou004.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
442,9346,Biogeochemistry of beetle-killed forests: Explaining a weak nitrate response,,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_rhoades_c001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
443,6518,Changes in transpiration and foliage growth in lodgepole pine trees following mountain pine beetle attack and mechanical girdling,,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_hubbard_r001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
444,25152,Consequences of climate change for biotic disturbances in North American forests,,https://www.srs.fs.usda.gov/pubs/ja/2013/ja_2013_weed_001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
445,5364,"Contrasting geographic patterns of genetic differentiation in body size and development time with reproductive isolation in Dendroctonus ponderosae (Coleoptera: Curculionidae, Scolytinae)",,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_bracewell_r001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
446,9245,Ecohydrology of an outbreak: Mountain pine beetle impacts trees in drier landscape positions first,,https://www.fs.fed.us/rm/pubs_exp_for/tenderfoot/exp_for_tenderfoot_2013_kaiser.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
447,4767,Efficacy of abamectin and tebuconazole injections to protect of lodgepole pine from mortality attributed to mountain pine beetle attack and progression of blue stain fungi,,https://www.fs.fed.us/psw/publications/fettig/psw_2013_fettig009.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
448,4247,"Emergence of Buprestidae, Cerambycidae, and Scolytinae (Coleoptera) from mountain pine beetle-killed and fire-killed ponderosa pines in the Black Hills, South Dakota, USA",,https://www.fs.fed.us/rm/pubs_journals/2013/rmrs_2013_costello_s001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
449,4396,Estimating the economic value of recreation losses in Rocky Mountain National Park due to a mountain pine beetle outbreak,,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_rosenberger_r001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
450,5210,GSD Update: Strategies for understanding and controlling species invasions,,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_finch_d003.pdf,3/3/2017,EF,,10,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
451,3323,"Health, reproduction, and fuels in whitebark pine in the Frank Church River of No Return Wilderness Area in central Idaho (Project INT-F-05-02)",,https://www.srs.fs.fed.us/pubs/gtr/gtr_srs176/gtr_srs176_135.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
452,9950,How will aspen respond to mountain pine beetle? A review of literature and discussion of knowledge gaps,,https://www.fs.fed.us/rm/pubs_journals/2013/rmrs_2013_pelz_k001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
453,6420,Model-based time-series analysis of FIA panel data absent re-measurements,,https://www.fs.fed.us/rm/pubs/rmrs_rp102.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
454,3168,Mountain pine beetle in lodgepole pine: mortality and fire implications (Project INT-F-07-03),,https://www.srs.fs.fed.us/pubs/gtr/gtr_srs176/gtr_srs176_123.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
455,4284,Mountain pine beetle in southwestern white pine in the Pinaleno Mountains,,https://www.fs.fed.us/rm/pubs/rmrs_p067/rmrs_p067_482_486.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
456,38357,"Not all forests are disturbed equally: Population dynamics and resource selection of black-backed woodpeckers in the Black Hills, South Dakota",,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_rota_c002.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
457,7481,Persistent reduced ecosystem respiration after insect disturbance in high elevation forests,,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_moore_d001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
458,3367,Population densities and tree diameter effects associated with verbenone treatments to reduce mountain pine beetle-caused mortality of lodgepole pine,,https://www.fs.fed.us/pnw/pubs/journals/pnw_2013_progar001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
459,3388,Presence of carbaryl in the smoke of treated lodgepole and ponderosa pine bark,,https://www.srs.fs.fed.us/pubs/ja/2013/ja_2013_peterson_001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
460,8668,Surface fire intensity influences simulated crown fire behavior in lodgepole pine forests with recent mountain pine beetle-caused tree mortality,,https://www.fs.fed.us/pnw/pubs/journals/pnw_2012_hoffman002.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
461,10123,The role of temperature variability in stabilizing the mountain pine beetle-fungus mutualism,,https://www.fs.fed.us/rm/pubs_other/rmrs_2013_addison_a001.pdf,3/3/2017,EF,,,2013,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
462,78744,A range-wide restoration strategy for whitebark pine (Pinus albicaulis),,www.fs.fed.us/rm/pubs/rmrs_gtr279.pdf,3/3/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
463,7773,Area-wide application of verbenone-releasing flakes reduces mortality of whitebark pine Pinus albicaulis caused by the mountain pine beetle Dendroctonus ponderosae,,www.fs.fed.us/psw/publications/gillette/psw_2012_gillette002.pdf,3/3/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
464,10091,Climate and weather influences on spatial temporal patterns of mountain pine beetle populations in Washington and Oregon,,www.fs.fed.us/psw/publications/preisler/psw_2012_preisler001.pdf,3/3/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
465,10204,Dendroctonus brevicomis responses in behavioral assays: Implication to development of a semiochemical-based tool for tree protection,,www.fs.fed.us/psw/publications/fettig/psw_2012_fettig004.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
466,20564,Development and assessment of 30-meter pine density maps for landscape-level modeling of mountain pine beetle dynamics,,www.fs.fed.us/rm/pubs/rmrs_rp093.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
467,5097,Do mountain pine beetle outbreaks change the probability of active crown fire in lodgepole pine forests?,,www.fs.fed.us/rm/pubs_other/rmrs_2012_jolly_m002.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
468,13245,"Effects of mountain pine beetle on fuels and expected fire behavior in lodgepole pine forests, Colorado, USA",,www.fs.fed.us/rm/pubs_other/rmrs_2012_schoennagel_t001.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
469,1566,Effects of salvage logging on fire risks after bark beetle outbreaks in Colorado lodgepole pine forests,,www.fs.fed.us/rm/pubs_other/rmrs_2012_collins_b002.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
470,11160,Estimating aboveground carbon stocks of a forest affected by mountain pine beetle in Idaho using lidar and multispectral imagery,,www.fs.fed.us/rm/pubs_other/rmrs_2012_bright_b001.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
471,12422,Fire-injured ponderosa pine provide a pulsed resource for bark beetles,,www.fs.fed.us/rm/pubs_other/rmrs_2012_davis_r001.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
472,13352,"Forest mortality in high-elevation whitebark pine (Pinus albicaulis) forests of eastern California, USA, influence of environmental context, bark beetles, climatic water deficit, and warming",,www.fs.fed.us/psw/publications/millar/psw_2012_millar001.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
473,2130,Genetic variation of lodgepole pine physical and chemical defenses associated with each step in host selection behavior sequence by mountain pine beetle,,www.fs.fed.us/psw/publications/documents/psw_gtr240/psw_gtr240_016.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
474,1206,Historic forests and endemic mountain pine beetle and dwarf mistletoe,,www.fs.fed.us/rm/pubs_other/rmrs_2012_negron_j001.pdf,3/5/2017,EF,,,2012,Federal agency document,Department of Agriculture,Forest Service,,TreeSearch: U.S. Forest Service Research Publications,http://www.treesearch.fs.fed.us,"""mountain pine beetle"" ",None,
